,Symbol,Year,Quarter,Assets,Debt,Equity,Loans
322,VIG,2016,0,234427583002.0,10662937426.0,215527968487.0,7199714105.0
323,VIG,2017,0,234046640241.0,5862937426.0,216179820555.0,13312026242.0
324,VIG,2018,0,232175718121.0,5862937426.0,217818856849.0,11440771379.0
325,VIG,2019,0,212106668451.0,5862937426.0,194373295162.0,11580883358.0
326,VIG,2020,0,212516296293.0,5862937426.0,190877792500.0,11343903928.0
327,VIG,2021,0,215294561780.0,7896937426.0,192302225691.0,8151032463.0
328,VIG,2022,0,317243295384.0,0.0,304950245974.0,4490852065.0
329,VIG,2016,1,270130478791.0,11662937426.0,241758840598.0,0.0
330,VIG,2017,1,254330695575.0,9862937426.0,216594131935.0,7332081299.0
331,VIG,2018,1,231024310360.0,5862937426.0,216853277548.0,10871943244.0
332,VIG,2019,1,231278696573.0,5862937426.0,216403459186.0,11774967807.0
333,VIG,2020,1,210026178244.0,5862937426.0,193573331714.0,9539514911.0
334,VIG,2021,1,211252187282.0,5862937426.0,190430347449.0,10502316332.0
335,VIG,2022,1,220176103587.0,10877941119.0,192859413050.0,11779338537.0
336,VIG,2023,1,322755536204.0,0.0,310811278443.0,4459505314.0
337,VIG,2016,2,237305823357.0,11662937426.0,218475185426.0,17936284475.0
338,VIG,2017,2,234133083548.0,8862937426.0,217131722773.0,7725554571.0
339,VIG,2018,2,233243066778.0,7932937426.0,216690329435.0,11612477649.0
340,VIG,2019,2,212400093673.0,5862937426.0,195273626032.0,12283054972.0
341,VIG,2020,2,214242683714.0,5862937426.0,193355694447.0,11528903399.0
342,VIG,2021,2,210566394907.0,5862937426.0,187140499685.0,9257432124.0
343,VIG,2022,2,223737461847.0,13877941119.0,195482814614.0,4634516392.0
344,VIG,2016,3,242621419004.0,11662937426.0,219603729892.0,0.0
345,VIG,2017,3,241960266630.0,6862937426.0,217811492575.0,10392638807.0
346,VIG,2018,3,232816992405.0,5862937426.0,218187844312.0,12874463159.0
347,VIG,2019,3,227800347333.0,5862937426.0,213221623809.0,11314515866.0
348,VIG,2020,3,209479686836.0,5862937426.0,192239912063.0,12866234717.0
349,VIG,2021,3,210224687206.0,5862937426.0,187605123281.0,10511128194.0
350,VIG,2022,3,213892650156.0,5862937426.0,195752599041.0,4534707581.0
351,VIG,2014,4,273330170797.0,20662937426.0,233893400088.0,
352,VIG,2015,4,283519108792.0,19662937426.0,240574590982.0,
353,VIG,2016,4,236377332041.0,10662937426.0,215124021040.0,0.0
354,VIG,2017,4,236196133840.0,5862937426.0,215637478887.0,15124116012.0
355,VIG,2018,4,232499025482.0,5862937426.0,218246264880.0,11267703279.0
356,VIG,2019,4,210379258881.0,5862937426.0,193885885592.0,11580833358.0
357,VIG,2020,4,212155085342.0,5862937426.0,190516581545.0,11303975122.0
358,VIG,2021,4,215457014115.0,5862937426.0,192335548125.0,8000116147.0
359,VIG,2022,4,317003227975.0,0.0,305143849474.0,
360,WSS,2014,0,534457004772.0,0.0,520041442373.0,
361,WSS,2015,0,544912274238.0,0.0,527019174935.0,
362,WSS,2016,0,535980916724.0,0.0,531972992751.0,14185002807.0
363,WSS,2017,0,593551079282.0,43000000000.0,547101725943.0,24908020888.0
364,WSS,2018,0,654832773258.0,55000000000.0,592094476386.0,17739154672.0
365,WSS,2019,0,560748462132.0,44000000000.0,512188997251.0,12139807799.0
366,WSS,2020,0,526662151431.0,0.0,522887011577.0,16188047234.0
367,WSS,2021,0,537043020927.0,0.0,531846791039.0,27089502589.0
368,WSS,2022,0,520109029090.0,0.0,513236598720.0,5301288791.0
369,WSS,2016,1,563576982645.0,32271468730.0,538893316296.0,14646357960.0
370,WSS,2017,1,546718974722.0,6230000000.0,536834580972.0,22539912478.0
371,WSS,2018,1,556594369368.0,9883000000.0,542986126007.0,30618473039.0
372,WSS,2019,1,552884554693.0,42464000000.0,501675574330.0,14585045929.0
373,WSS,2020,1,546837920528.0,44000000000.0,498182826371.0,15634790672.0
374,WSS,2021,1,504197438403.0,0.0,495904783949.0,18064646903.0
375,WSS,2022,1,524664633393.0,0.0,519397439849.0,6810712933.0
376,WSS,2023,1,498907306461.0,0.0,494959950028.0,4408186623.0
377,WSS,2016,2,549732442702.0,2000000000.0,543979561869.0,21685918537.0
378,WSS,2017,2,554950492066.0,9570000000.0,541791884291.0,9282367668.0
379,WSS,2018,2,581332129775.0,49290000000.0,527306536613.0,30040169865.0
380,WSS,2019,2,552585466625.0,44000000000.0,486051243079.0,29026727189.0
381,WSS,2020,2,500329742715.0,0.0,496222544471.0,16582764099.0
382,WSS,2021,2,549130239619.0,0.0,540824979276.0,16723529926.0
383,WSS,2022,2,558317381848.0,0.0,553037302519.0,3502601599.0
384,WSS,2016,3,552312698211.0,0.0,548403673793.0,47130080024.0
385,WSS,2017,3,579108592631.0,32552000000.0,542745500592.0,28689392964.0
386,WSS,2018,3,575541619913.0,55000000000.0,513922942226.0,19239438975.0
387,WSS,2019,3,483806520739.0,44000000000.0,433528647430.0,15420078766.0
388,WSS,2020,3,504333889519.0,0.0,500363825710.0,15929809038.0
389,WSS,2021,3,508391368058.0,0.0,503545551870.0,16940327979.0
390,WSS,2022,3,506619124268.0,0.0,502908297416.0,4747611783.0
391,WSS,2014,4,534457004772.0,0.0,520041442373.0,
392,WSS,2015,4,544912274238.0,0.0,527019174935.0,
393,WSS,2016,4,535479347463.0,0.0,531471423490.0,14185002807.0
394,WSS,2017,4,591918806881.0,43000000000.0,545469453542.0,24908020888.0
395,WSS,2018,4,649461854673.0,55000000000.0,586723557801.0,17739154672.0
396,WSS,2019,4,561160851401.0,44000000000.0,512601386520.0,12139807799.0
397,WSS,2020,4,526172956209.0,0.0,522566752885.0,16188047234.0
398,WSS,2021,4,537112312778.0,0.0,531923055624.0,27089502589.0
399,WSS,2022,4,520463892043.0,0.0,513593113407.0,5301288791.0
400,VIX,2014,0,434715221951.0,0.0,388941085302.0,
401,VIX,2015,0,939510043140.0,0.0,776128525842.0,
402,VIX,2016,0,1092898080345.0,221151000000.0,798065554433.0,317637700835.0
403,VIX,2017,0,1323414916670.0,330000000000.0,924565652543.0,441776674985.0
404,VIX,2018,0,1530284714820.0,355000000000.0,1104319213025.0,347035379265.0
405,VIX,2019,0,1766240961059.0,280000000000.0,1420691252634.0,385581482094.0
406,VIX,2020,0,2114863511743.0,280000000000.0,1749114821835.0,869504080441.0
407,VIX,2021,0,4729585355705.0,850000000000.0,3761675255157.0,2990176738825.0
408,VIX,2022,0,8148069614040.0,0.0,7863073699228.0,1793853654808.0
409,VIX,2016,1,833583199030.0,8963472657.0,792872554538.0,210134821031.0
410,VIX,2017,1,1543712257712.0,691036000000.0,805320402641.0,0.0
411,VIX,2018,1,1431246561732.0,321000000000.0,987403342628.0,373536773490.0
412,VIX,2019,1,2030219544768.0,480000000000.0,1355566139536.0,437887476796.0
413,VIX,2020,1,1689526935322.0,250000000000.0,1396111919031.0,257773156057.0
414,VIX,2021,1,2553903438241.0,280000000000.0,2067813912691.0,1250888041177.0
415,VIX,2022,1,5661523605589.0,1250000000000.0,4029750599798.0,2642619118878.0
416,VIX,2023,1,7904258948951.0,0.0,7873512455998.0,1547969415969.0
417,VIX,2016,2,1086874457518.0,250000000000.0,807301416626.0,142181725307.0
418,VIX,2017,2,1564585150758.0,610466000000.0,880351199034.0,276769575267.0
419,VIX,2018,2,1348045479184.0,300000000000.0,983429137269.0,308274123668.0
420,VIX,2019,2,1884594001762.0,450000000000.0,1365679502397.0,324226671924.0
421,VIX,2020,2,1775983857912.0,200000000000.0,1466889393179.0,372874435962.0
422,VIX,2021,2,2920539027489.0,580000000000.0,2175659935378.0,1199818645358.0
423,VIX,2022,2,8527557064371.0,200000000000.0,8207075632633.0,694654113177.0
424,VIX,2016,3,1033730034438.0,221501000000.0,774401377716.0,170735537170.0
425,VIX,2017,3,1571868632107.0,610000000000.0,884496019574.0,465342545644.0
426,VIX,2018,3,1368384545137.0,155000000000.0,1092354358513.0,419285727993.0
427,VIX,2019,3,1886239700496.0,400000000000.0,1405856515443.0,334656851728.0
428,VIX,2020,3,1931665342409.0,240000000000.0,1616397786502.0,535561604767.0
429,VIX,2021,3,2995714989736.0,580000000000.0,2323293265625.0,1737468696881.0
430,VIX,2022,3,8238167247305.0,200000000000.0,7965652595779.0,1409415039400.0
431,VIX,2014,4,434715221951.0,0.0,388941085302.0,
432,VIX,2015,4,939510043140.0,0.0,776128525842.0,
433,VIX,2016,4,1092898080344.0,221151000000.0,798065554432.0,317637700835.0
434,VIX,2017,4,1323374020093.0,330000000000.0,924565652543.0,441776674985.0
435,VIX,2018,4,1530284714820.0,355000000000.0,1104319213025.0,347035379265.0
436,VIX,2019,4,1766240961059.0,280000000000.0,1420691252634.0,385581482094.0
437,VIX,2020,4,2114863511743.0,280000000000.0,1749114821835.0,869504080441.0
438,VIX,2021,4,4729585355705.0,850000000000.0,3761675255157.0,2990176738825.0
439,VIX,2022,4,8148069614040.0,0.0,7863073699228.0,1793853654808.0
440,VND,2014,0,2941708828680.0,104945276894.0,1835289370602.0,
441,VND,2015,0,5757644150850.0,1700656425139.0,1935431563239.0,
442,VND,2016,0,5174092842859.0,2708106976714.0,1948263501243.0,1911798465127.0
443,VND,2017,0,8051385232263.0,4671896422610.0,2506811347743.0,3130859448293.0
444,VND,2018,0,10534641320002.0,7238907098307.0,2982929852653.0,2582474306127.0
445,VND,2019,0,11577034328011.0,7657249086436.0,3248511263522.0,2887072098158.0
446,VND,2020,0,14976084312101.0,10161921000000.0,3819244557510.0,4705953781456.0
447,VND,2021,0,37094774473895.0,21698678287066.0,9822482839646.0,15473544807182.0
448,VND,2022,0,38870604503106.0,20961982646239.0,14514668928729.0,9060815751079.0
449,VND,2016,1,4233587656895.0,2288430058970.0,1963832483097.0,0.0
450,VND,2017,1,6468973676078.0,4263641769773.0,2137050760784.0,2347627656022.0
451,VND,2018,1,9704931038558.0,5842710265850.0,2645533435416.0,3928948173937.0
452,VND,2019,1,11126913984464.0,7578266424596.0,3071988780825.0,2547192637542.0
453,VND,2020,1,11329660413202.0,7730331550000.0,3306660899260.0,2193936508226.0
454,VND,2021,1,19187970628453.0,12156970000000.0,4491709041048.0,6536514950849.0
455,VND,2022,1,42690390894451.0,25404601951918.0,10357053955260.0,17122538079851.0
456,VND,2023,1,37024922513648.0,19848631444728.0,14650345330781.0,8716626295882.0
457,VND,2016,2,5009411452927.0,2996718870653.0,1962128584117.0,1489162365578.0
458,VND,2017,2,7767188052633.0,4585750304747.0,2201282181460.0,2595979395330.0
459,VND,2018,2,9508651772522.0,5859548822935.0,2986293329964.0,2943708144836.0
460,VND,2019,2,11919887617982.0,8061150484179.0,2987640847232.0,3035553021266.0
461,VND,2020,2,12104944559501.0,8424041100000.0,3441040762756.0,2388765102507.0
462,VND,2021,2,22522563238696.0,12255533600000.0,4834339673488.0,9302327439394.0
463,VND,2022,2,44497817156702.0,22542849667817.0,14553016694118.0,11663838607763.0
464,VND,2016,3,4931393708234.0,2942345086237.0,1941314849521.0,2096232903126.0
465,VND,2017,3,6858023378849.0,4408583104690.0,2374924747864.0,2854049162361.0
466,VND,2018,3,10816043949594.0,7247594418994.0,3091527060861.0,3383987867580.0
467,VND,2019,3,11445963998068.0,7739082157056.0,3098658466945.0,3131744364470.0
468,VND,2020,3,13418353319963.0,9331541794520.0,3568173539283.0,2666849637303.0
469,VND,2021,3,28577705065167.0,16065405070065.0,8542861708536.0,11317014515834.0
470,VND,2022,3,42116463313944.0,19205248283267.0,14595059263700.0,12950619456764.0
471,VND,2014,4,2941708828680.0,104945276894.0,1835289370602.0,
472,VND,2015,4,5757644150850.0,1700656425139.0,1935431563239.0,
473,VND,2016,4,5172708571916.0,2708106976714.0,1947701871193.0,1939769390924.0
474,VND,2017,4,8053411661100.0,4671896422610.0,2508153831399.0,3130850125747.0
475,VND,2018,4,10544091591206.0,7239732098307.0,2985067682267.0,2582474306127.0
476,VND,2019,4,11577058702554.0,7657249086436.0,3248138209012.0,2887522218158.0
477,VND,2020,4,14542106903781.0,10161921000000.0,3824074357803.0,4705953781456.0
478,VND,2021,4,37094774473895.0,21698678287066.0,9822482839646.0,15473544807182.0
479,VND,2022,4,38870604503106.0,20961982646239.0,14514668928729.0,9060815751079.0
480,APG,2014,0,135344143549.0,0.0,112006611815.0,
481,APG,2015,0,154052801208.0,0.0,136272970734.0,
482,APG,2016,0,147581485844.0,0.0,136396974238.0,2983401618.0
483,APG,2017,0,147111058178.0,0.0,144679983373.0,6040161412.0
484,APG,2018,0,149300919344.0,0.0,145483799108.0,16554797805.0
485,APG,2019,0,385755674691.0,0.0,374198637303.0,19963452216.0
486,APG,2020,0,415071987144.0,2970000000.0,399612008368.0,16359377563.0
487,APG,2021,0,1172976263260.0,105850000000.0,1008190895201.0,368516110423.0
488,APG,2022,0,1604406994306.0,48810000000.0,1549440842394.0,83265972783.0
489,APG,2016,1,152068731437.0,0.0,136286756342.0,0.0
490,APG,2017,1,147949188746.0,0.0,136192830724.0,3010170042.0
491,APG,2018,1,147200013409.0,0.0,144690956470.0,5018215893.0
492,APG,2019,1,356688676515.0,0.0,352703990574.0,5427478275.0
493,APG,2020,1,392523481736.0,5700000000.0,376875605428.0,22105875812.0
494,APG,2021,1,424315407394.0,4370000000.0,408415488735.0,50397833672.0
495,APG,2022,1,2032660248066.0,129800000000.0,1817673822363.0,374809983359.0
496,APG,2023,1,1634135792041.0,36310000000.0,1591935185903.0,78485066667.0
497,APG,2016,2,150151522749.0,0.0,136340977065.0,3006933888.0
498,APG,2017,2,151439111815.0,0.0,140913027621.0,4602290289.0
499,APG,2018,2,143025494116.0,0.0,140387276326.0,2860066612.0
500,APG,2019,2,356181097250.0,0.0,351570157986.0,559471370.0
501,APG,2020,2,387571586714.0,3830000000.0,378764435911.0,15369080183.0
502,APG,2021,2,476580266806.0,24970000000.0,431452718402.0,101510618352.0
503,APG,2022,2,1907361401577.0,120000000000.0,1740318689181.0,68028193218.0
504,APG,2016,3,151118239703.0,0.0,136307608783.0,1479975455.0
505,APG,2017,3,143229820852.0,0.0,141047135046.0,3583737551.0
506,APG,2018,3,146392457313.0,0.0,144362383435.0,7990835224.0
507,APG,2019,3,357792671140.0,0.0,354231377967.0,497663063.0
508,APG,2020,3,394814655507.0,5830000000.0,384447176079.0,18530276567.0
509,APG,2021,3,894337402645.0,55650000000.0,816519391631.0,144539781310.0
510,APG,2022,3,1870322491230.0,63600000000.0,1691315386706.0,161549638040.0
511,APG,2014,4,135344143549.0,0.0,112006611815.0,
512,APG,2015,4,154052801208.0,0.0,136272970734.0,
513,APG,2016,4,147568723983.0,0.0,136384212377.0,2891901618.0
514,APG,2017,4,147181300843.0,0.0,144616237778.0,6040161412.0
515,APG,2018,4,148874328725.0,0.0,145074479284.0,16554797805.0
516,APG,2019,4,385755674691.0,0.0,374198637303.0,19963452216.0
517,APG,2020,4,412267578905.0,2970000000.0,401371761486.0,16359377563.0
518,APG,2021,4,1168283177328.0,105850000000.0,1006860400261.0,368516110423.0
519,APG,2022,4,1586606231483.0,48810000000.0,1531700553444.0,83265972783.0
520,SBS,2014,0,514349789039.0,61000000000.0,208234308621.0,
521,SBS,2015,0,610663672062.0,84000000000.0,213956991289.0,
522,SBS,2016,0,368868245838.0,0.0,204463808237.0,221396807499.0
523,SBS,2017,0,461477732478.0,0.0,205012190158.0,282139966393.0
524,SBS,2018,0,444141547892.0,0.0,205717276739.0,293569383722.0
525,SBS,2019,0,435330000878.0,0.0,205908267310.0,271317624938.0
526,SBS,2020,0,564684832487.0,0.0,207056801893.0,379480051134.0
527,SBS,2021,0,745808748476.0,0.0,214628834026.0,611862087710.0
528,SBS,2022,0,633159940074.0,0.0,343472591198.0,364159096811.0
529,SBS,2016,1,288274634169.0,0.0,214099576457.0,0.0
530,SBS,2017,1,300587990598.0,0.0,203670040887.0,0.0
531,SBS,2018,1,284447702459.0,0.0,205678400451.0,136653731270.0
532,SBS,2019,1,303339826883.0,0.0,205519795045.0,134187942476.0
533,SBS,2020,1,276851668512.0,0.0,204924239437.0,140786650165.0
534,SBS,2021,1,426460999049.0,0.0,208068208267.0,274764967752.0
535,SBS,2022,1,373449684946.0,0.0,219687936859.0,260933243370.0
536,SBS,2023,1,510336145782.0,0.0,342906182376.0,269299232874.0
537,SBS,2016,2,414382741124.0,0.0,214541440107.0,223824199303.0
538,SBS,2017,2,418490853623.0,0.0,203466118466.0,230251483514.0
539,SBS,2018,2,427451390658.0,0.0,205558059693.0,267138257538.0
540,SBS,2019,2,434862989007.0,0.0,206184802253.0,277285339866.0
541,SBS,2020,2,471666964143.0,0.0,200140480131.0,290111261558.0
542,SBS,2021,2,704371896402.0,0.0,209880672473.0,598625548341.0
543,SBS,2022,2,696768457197.0,0.0,218322092945.0,322033675887.0
544,SBS,2016,3,307359726244.0,0.0,214911368399.0,0.0
545,SBS,2017,3,287504059959.0,0.0,204075997017.0,143876119372.0
546,SBS,2018,3,295600142439.0,0.0,205876752826.0,147281552232.0
547,SBS,2019,3,312325446495.0,0.0,206090250168.0,164856999812.0
548,SBS,2020,3,273721515517.0,0.0,202149637973.0,126730375147.0
549,SBS,2021,3,476681047104.0,0.0,212511122578.0,356803785911.0
550,SBS,2022,3,443301387706.0,0.0,417624668772.0,338228869003.0
551,SBS,2014,4,514349789039.0,61000000000.0,208234308621.0,
552,SBS,2015,4,610663672062.0,84000000000.0,213956991289.0,
553,SBS,2016,4,372316546559.0,0.0,214605443421.0,0.0
554,SBS,2017,4,461098432476.0,0.0,205012190159.0,282139966393.0
555,SBS,2018,4,444019586256.0,0.0,205512391077.0,293569383724.0
556,SBS,2019,4,435249134490.0,0.0,205884342413.0,271317624940.0
557,SBS,2020,4,564684832487.0,0.0,207056801893.0,379480051136.0
558,SBS,2021,4,745965738163.0,0.0,216324828717.0,611862087710.0
559,SBS,2022,4,633159940075.0,0.0,343472591198.0,364159096813.0
560,PHS,2016,0,767675852468.0,384735000000.0,311087962557.0,556865515444.0
561,PHS,2017,0,1152906537252.0,556826000000.0,508413751436.0,708217046435.0
562,PHS,2018,0,1512415822665.0,647666000000.0,745863734566.0,1175167952987.0
563,PHS,2019,0,1676833891148.0,775236400000.0,770285449272.0,1152505700729.0
564,PHS,2020,0,2135100235050.0,747535000000.0,993428913823.0,1526115693192.0
565,PHS,2021,0,4766910736417.0,2255000000000.0,1604664182450.0,3538093574660.0
566,PHS,2022,0,3676223540195.0,1833020000000.0,1597443619209.0,1991637329285.0
567,PHS,2018,1,1198733271938.0,561248317091.0,520972002378.0,890753200599.0
568,PHS,2019,1,1431188701839.0,525862500000.0,761105957445.0,1171877791043.0
569,PHS,2020,1,1776322569178.0,524778800000.0,971368418276.0,1063256997012.0
570,PHS,2021,1,2520545940437.0,980780000000.0,1016215885044.0,1915498698720.0
571,PHS,2022,1,4595154357412.0,2179440000000.0,1648602495907.0,3403589542133.0
572,PHS,2023,1,3635403463163.0,1843440000000.0,1617388040765.0,2513199180184.0
573,PHS,2018,2,982125421356.0,376512588782.0,526584340379.0,761070693425.0
574,PHS,2019,2,1370000631683.0,501972450000.0,747070177256.0,1030797408941.0
575,PHS,2020,2,1554237780689.0,425310000000.0,961123301652.0,904374781484.0
576,PHS,2021,2,3092498074027.0,1259520000000.0,1019573160730.0,2219076376837.0
577,PHS,2022,2,4309065183315.0,2176615000000.0,1582579186791.0,2720420921418.0
578,PHS,2018,3,1410420706499.0,705278883291.0,533311835474.0,1177850054930.0
579,PHS,2019,3,1377964902840.0,460024185691.0,758075202769.0,1151500095981.0
580,PHS,2020,3,1724434379926.0,524858564384.0,974563557660.0,1107887067603.0
581,PHS,2021,3,3745534453196.0,1765850000000.0,1557682516977.0,2779978532519.0
582,PHS,2022,3,4418345546803.0,2251660000000.0,1571315646717.0,3172860164129.0
583,PHS,2016,4,767675852468.0,384735000000.0,311087962557.0,556865515444.0
584,PHS,2017,4,1152906537252.0,556826000000.0,508413751436.0,708217046435.0
585,PHS,2018,4,1512415822665.0,647666000000.0,745863734566.0,1175167952987.0
586,PHS,2019,4,1676833891148.0,775236400000.0,770285449272.0,1152505700729.0
587,PHS,2020,4,2135100235050.0,747535000000.0,993428913823.0,1526115693192.0
588,PHS,2021,4,4766910736417.0,2255000000000.0,1604664182450.0,3538093574660.0
589,PHS,2022,4,3676223540195.0,1833020000000.0,1597443619209.0,1991637329285.0
590,ORS,2014,0,491276879165.0,0.0,81287166836.0,
591,ORS,2015,0,484634561614.0,0.0,85091368434.0,
592,ORS,2016,0,455238149095.0,0.0,71587145388.0,183312295.0
593,ORS,2017,0,453524025540.0,0.0,68594300825.0,1813320035.0
594,ORS,2018,0,71634059656.0,0.0,56884409858.0,75000000.0
595,ORS,2019,0,327636684480.0,15000000000.0,271250019999.0,1426380509.0
596,ORS,2020,0,2198563610525.0,1000000000000.0,960516015958.0,127817183500.0
597,ORS,2021,0,4764070036075.0,2346050000000.0,2172077360393.0,1826492808483.0
598,ORS,2022,0,6706708866907.0,3060000000000.0,2307752209755.0,989753952462.0
599,ORS,2016,1,480153882443.0,3000000000.0,93172687471.0,1085690596.0
600,ORS,2017,1,454414281577.0,0.0,69441937674.0,1538584207.0
601,ORS,2018,1,453196280532.0,0.0,68773861580.0,2161039769.0
602,ORS,2019,1,220125343924.0,0.0,216282742440.0,0.0
603,ORS,2020,1,367328003293.0,0.0,337958037022.0,1191188054.0
604,ORS,2021,1,2548747585291.0,1000000000000.0,1057385458533.0,286155615556.0
605,ORS,2022,1,5376652120947.0,2436050000000.0,2393477181871.0,1984167518045.0
606,ORS,2023,1,6833941313791.0,3250000000000.0,2368778389216.0,863133393792.0
607,ORS,2016,2,468598132931.0,0.0,80202433302.0,1076432045.0
608,ORS,2017,2,452277066486.0,0.0,68523007476.0,727909927.0
609,ORS,2018,2,442340826674.0,0.0,58407052203.0,1018366424.0
610,ORS,2019,2,232806258943.0,0.0,221773906420.0,0.0
611,ORS,2020,2,525625791259.0,59831500000.0,348879153712.0,3597911613.0
612,ORS,2021,2,3532043607417.0,2000000000000.0,1111128698430.0,809735240921.0
613,ORS,2022,2,6058936737548.0,3242270000000.0,2264530358383.0,1574438581730.0
614,ORS,2016,3,459722139917.0,0.0,76276196444.0,990967116.0
615,ORS,2017,3,451577938209.0,0.0,67615116302.0,1010940053.0
616,ORS,2018,3,445627005923.0,0.0,58962182970.0,2142987023.0
617,ORS,2019,3,252374360716.0,0.0,242793160123.0,375054.0
618,ORS,2020,3,1427551730064.0,1000000000000.0,371670530922.0,7551155859.0
619,ORS,2021,3,6127827827082.0,3180000000000.0,2141698598770.0,1277196223200.0
620,ORS,2022,3,6552625514576.0,3346050000000.0,2335105119555.0,1564320873031.0
621,ORS,2014,4,491276879165.0,0.0,81287166836.0,
622,ORS,2015,4,484634561614.0,0.0,85091368434.0,
623,ORS,2016,4,455162395670.0,0.0,71611391963.0,183312295.0
624,ORS,2017,4,453567870733.0,0.0,68594300825.0,1813320035.0
625,ORS,2018,4,71589059656.0,0.0,56839166162.0,75000000.0
626,ORS,2019,4,324210362056.0,15000000000.0,263652830646.0,1426380509.0
627,ORS,2020,4,2151877089371.0,1000000000000.0,953125809907.0,127817183500.0
628,ORS,2021,4,4766857473053.0,2346050000000.0,2175838331711.0,1826492808483.0
629,ORS,2022,4,6723735571709.0,3060000000000.0,2321941130423.0,989753952462.0
630,HBS,2014,0,387069637354.0,0.0,369354038784.0,
631,HBS,2015,0,390677805597.0,0.0,370618627978.0,
632,HBS,2016,0,373809273471.0,0.0,372532072910.0,2126793278.0
633,HBS,2017,0,401285468499.0,0.0,375290188014.0,13266055934.0
634,HBS,2018,0,379030912364.0,0.0,377926922448.0,13630987465.0
635,HBS,2019,0,386713125890.0,0.0,385213438290.0,35024416206.0
636,HBS,2020,0,392231980217.0,0.0,389508118791.0,33305435275.0
637,HBS,2021,0,402009993770.0,0.0,397508946658.0,70793824116.0
638,HBS,2022,0,405763552603.0,0.0,402166516320.0,
639,HBS,2016,1,391406277804.0,0.0,370727604871.0,0.0
640,HBS,2017,1,374789957124.0,0.0,373229852985.0,5292628073.0
641,HBS,2018,1,377200783645.0,0.0,375746358616.0,4809796437.0
642,HBS,2019,1,380736735910.0,0.0,379553421304.0,22173054396.0
643,HBS,2020,1,388943817368.0,0.0,385804803795.0,31223398056.0
644,HBS,2021,1,392781847286.0,0.0,390307834008.0,48703719123.0
645,HBS,2022,1,439736592397.0,0.0,412241128230.0,75938359841.0
646,HBS,2023,1,408985223093.0,0.0,406757455902.0,
647,HBS,2016,2,373719043163.0,0.0,371800106915.0,17010900825.0
648,HBS,2017,2,375158515776.0,0.0,373930759422.0,11837329891.0
649,HBS,2018,2,378200438669.0,0.0,376444897833.0,11239768972.0
650,HBS,2019,2,381575907662.0,0.0,380609566989.0,4188723392.0
651,HBS,2020,2,388628633836.0,0.0,385640189241.0,20366061202.0
652,HBS,2021,2,393731908179.0,0.0,391295924432.0,123228411569.0
653,HBS,2022,2,402014278718.0,0.0,399458301640.0,31611688916.0
654,HBS,2016,3,373638963346.0,0.0,372109698953.0,6833861975.0
655,HBS,2017,3,375802433978.0,0.0,374512099325.0,21141028213.0
656,HBS,2018,3,378113704582.0,0.0,377002842512.0,41891367163.0
657,HBS,2019,3,383910571441.0,0.0,382950590982.0,18089272304.0
658,HBS,2020,3,388083850600.0,0.0,385665039421.0,27502006174.0
659,HBS,2021,3,394085030784.0,0.0,391855077636.0,127844538343.0
660,HBS,2022,3,404965932407.0,0.0,400811630730.0,2011849042.0
661,HBS,2014,4,387069637354.0,0.0,369354038784.0,
662,HBS,2015,4,390677805597.0,0.0,370618627978.0,
663,HBS,2016,4,373809273471.0,0.0,372532072910.0,2126793278.0
664,HBS,2017,4,401298588316.0,0.0,375303598375.0,13266055934.0
665,HBS,2018,4,378730912364.0,0.0,377626922448.0,13630987465.0
666,HBS,2019,4,386705344422.0,0.0,385576912748.0,35024416206.0
667,HBS,2020,4,392178731517.0,0.0,389233090173.0,33305435275.0
668,HBS,2021,4,402009993770.0,0.0,397508946658.0,70793824116.0
669,HBS,2022,4,407182871258.0,0.0,403977357299.0,
